artist_name,album_name,track_number,song_id,song_name,line_number,section_name,line,section_artist,album_count,section_count
Spice Girls,Spice,2,590894,Say You’ll Be There,35,Pre-Chorus,I gotta make you understand,Posh,106.0,38.0
Spice Girls,Spice,2,590894,Say You’ll Be There,36,Bridge,"I'll give you everything, on this I swear",Scary,261.0,51.0
Spice Girls,Spice,2,590894,Say You’ll Be There,37,Bridge,Just promise you'll always be there,Scary,261.0,51.0
Spice Girls,Spice,2,590894,Say You’ll Be There,38,Chorus,I'm giving you everything (I'm giving you everything),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,38,Chorus,I'm giving you everything (I'm giving you everything),Sporty,231.0,400.0
Spice Girls,Spice,2,590894,Say You’ll Be There,39,Chorus,All that joy can bring (all that joy can bring),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,39,Chorus,All that joy can bring (all that joy can bring),Sporty,231.0,400.0
Spice Girls,Spice,2,590894,Say You’ll Be There,40,Chorus,"This I swear (yes, I swear)",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,40,Chorus,"This I swear (yes, I swear)",Sporty,231.0,400.0
Spice Girls,Spice,2,590894,Say You’ll Be There,41,Chorus,And all that I want from you (all that I want from you),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,41,Chorus,And all that I want from you (all that I want from you),Sporty,231.0,400.0
Spice Girls,Spice,2,590894,Say You’ll Be There,42,Chorus,Is a promise you (want you to promise to),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,42,Chorus,Is a promise you (want you to promise to),Sporty,231.0,400.0
Spice Girls,Spice,2,590894,Say You’ll Be There,43,Chorus,Will be there (always be there),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,43,Chorus,Will be there (always be there),Sporty,231.0,400.0
Spice Girls,Spice,2,590894,Say You’ll Be There,44,Chorus,I'm giving you everything (I'm giving you everything),All,250.0,656.0
